Time, RES, VIRT, CPU
2022-03-04 22:56:49.442325, 68912, 2229440, 1387.0
2022-03-04 22:56:50.443038, 72344, 2230336, 1287.0
2022-03-04 22:56:51.442855, 74192, 2230504, 1360.0
2022-03-04 22:56:52.443085, 78152, 2230504, 993.3
2022-03-04 22:56:53.443191, 77296, 2229540, 920.0
2022-03-04 22:56:54.443102, 77296, 2229696, 1080.0
2022-03-04 22:56:55.442474, 79408, 2229696, 1067.0
2022-03-04 22:56:56.442462, 80200, 2230352, 1207.0
2022-03-04 22:56:57.443183, 83104, 2230816, 913.3
2022-03-04 22:56:58.442939, 82700, 2229680, 1413.0
2022-03-04 22:56:59.442221, 83756, 2229680, 1073.0
2022-03-04 22:57:00.443575, 89812, 2229680, 1167.0
2022-03-04 22:57:01.442638, 98516, 2232112, 866.7
2022-03-04 22:57:02.443219, 101032, 2232316, 700.0
2022-03-04 22:57:03.443995, 103652, 2232316, 1193.0
2022-03-04 22:57:04.442190, 110000, 2232772, 2733.0
2022-03-04 22:57:05.443183, 113316, 2231956, 2207.0
2022-03-04 22:57:06.443085, 114328, 2231956, 1173.0
2022-03-04 22:57:07.443120, 124092, 2231956, 1167.0
2022-03-04 22:57:08.442577, 126044, 2231956, 1620.0
2022-03-04 22:57:09.442695, 126044, 2231956, 1233.0
2022-03-04 22:57:10.442363, 109460, 2231956, 1773.0
2022-03-04 22:57:11.443392, 112132, 2231956, 1773.0
2022-03-04 22:57:12.442602, 115088, 2231956, 1913.0
2022-03-04 22:57:13.443012, 118272, 2231008, 1967.0
2022-03-04 22:57:14.443023, 122684, 2232164, 1287.0
2022-03-04 22:57:15.442496, 126284, 2232324, 846.7
2022-03-04 22:57:16.443016, 129944, 2232460, 2067.0
2022-03-04 22:57:17.442542, 133264, 2232460, 1760.0
2022-03-04 22:57:18.443046, 133280, 2232052, 1700.0
2022-03-04 22:57:19.442659, 129148, 2232052, 2067.0
2022-03-04 22:57:20.442325, 127612, 2232052, 2353.0
2022-03-04 22:57:21.442514, 130104, 2233008, 1400.0
2022-03-04 22:57:22.442459, 130748, 2231784, 1140.0
2022-03-04 22:57:23.442744, 134412, 2231784, 1667.0
2022-03-04 22:57:24.442799, 134836, 2231784, 2553.0
2022-03-04 22:57:25.443010, 135964, 2231984, 2080.0
2022-03-04 22:57:26.443341, 138352, 2231984, 620.0
2022-03-04 22:57:27.443041, 143368, 2231984, 1433.0
2022-03-04 22:57:28.442971, 143368, 2231984, 1540.0
2022-03-04 22:57:29.442822, 133784, 2231984, 2887.0
2022-03-04 22:57:30.444055, 138500, 2231984, 1673.0
2022-03-04 22:57:31.442785, 139544, 2231984, 1707.0
2022-03-04 22:57:32.443126, 142952, 2233104, 1380.0
2022-03-04 22:57:33.442694, 147160, 2233104, 2880.0
2022-03-04 22:57:34.443645, 151356, 2233240, 3060.0
2022-03-04 22:57:35.442939, 152920, 2234124, 2280.0
2022-03-04 22:57:36.443106, 158168, 2233408, 2733.0
2022-03-04 22:57:37.442876, 160152, 2232728, 1220.0
2022-03-04 22:57:38.443598, 162120, 2232728, 2020.0
2022-03-04 22:57:39.442891, 172784, 2232692, 1353.0
2022-03-04 22:57:40.442500, 169612, 2234596, 2753.0
2022-03-04 22:57:41.443008, 172072, 2232148, 1660.0
2022-03-04 22:57:42.443226, 172980, 2233508, 3060.0
2022-03-04 22:57:43.442972, 170012, 2231876, 960.0
2022-03-04 22:57:44.442654, 169960, 2233236, 1933.0
2022-03-04 22:57:45.443647, 145660, 2231396, 1953.0
2022-03-04 22:57:46.443387, 141908, 2231396, 1613.0
2022-03-04 22:57:47.442301, 142172, 2231396, 2260.0
2022-03-04 22:57:48.442688, 143752, 2231396, 1587.0
2022-03-04 22:57:49.443064, 145072, 2231396, 2680.0
2022-03-04 22:57:50.444629, 145072, 2231396, 2827.0
2022-03-04 22:57:51.442374, 146392, 2231396, 2733.0
2022-03-04 22:57:52.443017, 146392, 2231396, 2253.0
2022-03-04 22:57:53.442325, 141896, 2231396, 2540.0
2022-03-04 22:57:54.443329, 135616, 2231396, 1427.0
2022-03-04 22:57:55.442772, 136140, 2231396, 2700.0
2022-03-04 22:57:56.443217, 137716, 2231396, 2467.0
2022-03-04 22:57:57.442474, 137716, 2231396, 1767.0
2022-03-04 22:57:58.443424, 137980, 2231396, 1560.0
2022-03-04 22:57:59.443233, 138244, 2231396, 1993.0
2022-03-04 22:58:00.443756, 135952, 2231396, 1667.0
2022-03-04 22:58:01.443980, 133612, 2231396, 2247.0
2022-03-04 22:58:02.443395, 131660, 2231396, 1793.0
2022-03-04 22:58:03.443239, 132708, 2231396, 960.0
2022-03-04 22:58:04.442606, 133492, 2231396, 913.3
2022-03-04 22:58:05.442728, 134280, 2231396, 2287.0
2022-03-04 22:58:06.443275, 136656, 2231396, 3033.0
2022-03-04 22:58:07.444308, 137176, 2231396, 3053.0
2022-03-04 22:58:08.444585, 137972, 2231396, 2927.0
2022-03-04 22:58:09.443642, 137972, 2231396, 2353.0
2022-03-04 22:58:10.442854, 131224, 2231396, 2040.0
2022-03-04 22:58:11.443499, 131224, 2231396, 2373.0
2022-03-04 22:58:12.444062, 131484, 2231396, 2147.0
2022-03-04 22:58:13.445798, 129516, 2231396, 2060.0
2022-03-04 22:58:14.444546, 124064, 2231396, 1913.0
2022-03-04 22:58:15.444918, 121552, 2231396, 2393.0
2022-03-04 22:58:16.444713, 121552, 2231396, 1893.0
2022-03-04 22:58:17.443830, 121552, 2231396, 1767.0
2022-03-04 22:58:18.443259, 121552, 2231396, 2067.0
2022-03-04 22:58:19.443239, 121552, 2231396, 1660.0
2022-03-04 22:58:20.444654, 121552, 2231396, 2547.0
2022-03-04 22:58:21.443024, 121552, 2231396, 2520.0
2022-03-04 22:58:22.442452, 121552, 2231396, 1607.0
2022-03-04 22:58:23.442529, 121552, 2231396, 1680.0
2022-03-04 22:58:24.445659, 119516, 2231396, 1800.0
2022-03-04 22:58:25.443435, 119516, 2231396, 1900.0
2022-03-04 22:58:26.443958, 119516, 2231396, 1807.0
2022-03-04 22:58:27.442952, 119516, 2231396, 2127.0
2022-03-04 22:58:28.443126, 119516, 2231396, 1353.0
2022-03-04 22:58:29.444331, 119516, 2231396, 1653.0
2022-03-04 22:58:30.444698, 119516, 2231396, 1513.0
2022-03-04 22:58:31.443198, 119516, 2231396, 1153.0
2022-03-04 22:58:32.443420, 119516, 2231396, 1527.0
2022-03-04 22:58:33.445319, 119516, 2231396, 2287.0
2022-03-04 22:58:34.451466, 58680, 2231396, 2040.0
2022-03-04 22:58:35.443095, 47120, 2227296, 1667.0
2022-03-04 22:58:36.442350, 47120, 2227296, 1253.0
2022-03-04 22:58:37.442506, 47640, 2227784, 946.7
2022-03-04 22:58:38.442897, 49476, 2227784, 1173.0
2022-03-04 22:58:39.443243, 50004, 2227784, 986.7
2022-03-04 22:58:40.443072, 51060, 2227972, 1067.0
2022-03-04 22:58:41.442603, 51324, 2228104, 886.7
2022-03-04 22:58:42.443172, 52376, 2228104, 1007.0
2022-03-04 22:58:43.442971, 52904, 2228632, 1413.0
2022-03-04 22:58:44.443013, 59220, 2229384, 1320.0
2022-03-04 22:58:45.442967, 64232, 2229992, 1140.0
2022-03-04 22:58:46.444511, 68188, 2229992, 1407.0
2022-03-04 22:58:47.442982, 70036, 2230288, 1107.0
2022-03-04 22:58:48.442456, 70564, 2230288, 1353.0
2022-03-04 22:58:49.443169, 73996, 2230288, 993.3
2022-03-04 22:58:50.442971, 78216, 2230532, 1033.0
2022-03-04 22:58:51.442348, 84804, 2230532, 1380.0
2022-03-04 22:58:52.443630, 86916, 2230532, 893.3
2022-03-04 22:58:53.443111, 87708, 2230532, 1407.0
2022-03-04 22:58:54.443125, 87708, 2230532, 1313.0
2022-03-04 22:58:55.443093, 90344, 2230532, 953.3
2022-03-04 22:58:56.443283, 90344, 2230788, 1360.0
2022-03-04 22:58:57.443038, 90796, 2230788, 1247.0
2022-03-04 22:58:58.442903, 91060, 2230788, 1040.0
2022-03-04 22:58:59.442349, 91060, 2230788, 1087.0
